Event_ID,Code,Event_Type,Category,Status,Location,Suburb,City,Published
P021748019,1C,Car/Person Acting Suspiciously,Public safety,Closed,MADRAS ST,ST ALBANS,CHRISTCHURCH,Sun 2:50 AM
P021748001,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,PAPAKURA,AUCKLAND,Sun 2:50 AM
P021747368,3530,Disorder,Disorder,Closed,PONSONBY RD,GREY LYNN,AUCKLAND,Sun 2:50 AM
P021748022,3530,Disorder,Disorder,Closed,BRACKEN AV,TE AROHA,MATAMATA-PIAKO,Sun 2:50 AM
P021748003,3530,Disorder,Disorder,Closed,VICTORIA ST,HAMILTON CENTRAL,HAMILTON,Sun 2:50 AM
P021748025,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:50 AM
P021747927,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:50 AM
P021747741,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 2:50 AM
P021748006,1U,Traffic Offending,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:50 AM
P021747970,1C,Car/Person Acting Suspiciously,Public safety,Closed,-,HAMILTON EAST,HAMILTON,Sun 2:40 AM
P021747698,1C,Car/Person Acting Suspiciously,Public safety,Closed,WARNER RD,OROPI,WESTERN BAY OF PLENTY,Sun 2:40 AM
P021747962,1I,Blockage/Breakdown On Highway,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747947,1I,Blockage/Breakdown On Highway,Road Policing,Cancelled,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747933,1I,Blockage/Breakdown On Highway,Road Policing,Closed,SOUTHERN MWY,MOUNT WELLINGTON,AUCKLAND,Sun 2:40 AM
P021747959,1K,Drunk Custody/Detox Centre,Liquor,Closed,CAMERON ST,WHANGAREI,WHANGAREI,Sun 2:40 AM
P021747944,1Z,Other Incident,Tasks,Closed,NORTHERN MWY,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747954,3530,Disorder,Disorder,Closed,-,TIMARU,TIMARU,Sun 2:40 AM
P021747932,3530,Disorder,Disorder,Closed,FORRESTERS LA,TE ARO,WELLINGTON,Sun 2:40 AM
P021747924,3530,Disorder,Disorder,Closed,ELLIOTT ST,AUCKLAND CENTRAL,AUCKLAND,Sun 2:40 AM
P021747975,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:40 AM
P021747952,1U,Traffic Offending,Road Policing,Closed,BANK ST,WHANGAREI,WHANGAREI,Sun 2:40 AM
P021747524,1D,Domestic Dispute,Family violence,Closed,FAIRY SPRINGS RD,FAIRY SPRINGS,ROTORUA,Sun 2:30 AM
P021747874,1640,Minor Assaults,Violence,Closed,TAY ST,MOUNT MAUNGANUI,TAURANGA,Sun 2:30 AM
P021747869,1640,Minor Assaults,Violence,Closed,ARAWA ST,ROTORUA,ROTORUA,Sun 2:30 AM
P021747877,1F,Assist Fire/Ambulance/Traffic,Public safety,Closed,-,,,Sun 2:30 AM
P021747890,1K,Drunk Custody/Detox Centre,Liquor,Closed,MAY ST,MOUNT MAUNGANUI,TAURANGA,Sun 2:30 AM
P021747882,3530,Disorder,Disorder,Cancelled,RATA VINE DR,WIRI,AUCKLAND,Sun 2:30 AM
P021747711,3530,Disorder,Disorder,Closed,WHITFORD AV,MOUNT WELLINGTON,AUCKLAND,Sun 2:30 AM
P021747898,3530,Disorder,Disorder,Closed,RATA VINE DR,WIRI,AUCKLAND,Sun 2:30 AM
P021747893,3530,Disorder,Disorder,Closed,VICTORIA ST,CHRISTCHURCH CENTRAL,CHRISTCHURCH,Sun 2:30 AM
P021747908,3H,Hotel Visit,Liquor,Closed,STAFFORD ST,TIMARU,TIMARU,Sun 2:30 AM
P021747915,1U,Traffic Offending,Road Policing,Closed,ALABASTER DR,PAPATOETOE,AUCKLAND,Sun 2:30 AM
P021746846,1U,Traffic Offending,Road Policing,Closed,-,MAIRANGI BAY,AUCKLAND,Sun 2:30 AM
P021747527,1D,Domestic Dispute,Family violence,Cancelled,HENDERSON ST,WHAKATANE,WHAKATANE,Sun 2:29 AM
P021747492,1D,Domestic Dispute,Family violence,Closed,HENDERSON ST,WHAKATANE,WHAKATANE,Sun 2:28 AM
P021747447,1310,Robbery,Violence,Closed,HOBSON ST,AUCKLAND CENTRAL,AUCKLAND,Sun 2:22 AM
P021745449,1V,Vehicle Collision,Road Policing,Closed,VALLEY RD,MOUNT EDEN,AUCKLAND,Sun 2:20 AM
P021746592,1V,Vehicle Collision,Road Policing,Closed,RIPON CR,MEADOWBANK,AUCKLAND,Sun 2:20 AM
P021747845,3530,Disorder,Disorder,Cancelled,TAWA ST,MURUPARA,WHAKATANE,Sun 2:20 AM
P021747837,3530,Disorder,Disorder,Closed,-,MURUPARA,WHAKATANE,Sun 2:20 AM
P021747852,3530,Disorder,Disorder,Closed,BRAEMAR TCE,JOHNSONVILLE,WELLINGTON,Sun 2:20 AM
P021747851,3530,Disorder,Disorder,Closed,HIBISCUS   HWY,RED BEACH,AUCKLAND,Sun 2:20 AM
P021747555,3530,Disorder,Disorder,Closed,MARAMA ST,FRANKTON,HAMILTON,Sun 2:20 AM
P021747835,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747812,3H,Hotel Visit,Liquor,Closed,GREAT SOUTH RD,PAPAKURA,AUCKLAND,Sun 2:20 AM
P021747805,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747590,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:20 AM
P021747862,3H,Hotel Visit,Liquor,Closed,SOPHIA ST,TIMARU,TIMARU,Sun 2:20 AM
P021747753,1U,Traffic Offending,Road Policing,Closed,-,,,Sun 2:20 AM
P021747400,1J,Juvenile Complaint,Public safety,Closed,RUAHINE ST,HATAITAI,WELLINGTON,Sun 2:14 AM
P021747371,1D,Domestic Dispute,Family violence,Closed,NALANDA CR,BROADMEADOWS,WELLINGTON,Sun 2:13 AM
P021747360,1D,Domestic Dispute,Family violence,Closed,-,MOUNT ROSKILL,AUCKLAND,Sun 2:11 AM
P021747756,1C,Car/Person Acting Suspiciously,Public safety,Closed,ZITA MARIA DR,MASSEY,AUCKLAND,Sun 2:10 AM
P021747792,1D,Domestic Dispute,Family violence,Closed,SUMNERVALE DR,SUMNER,CHRISTCHURCH,Sun 2:10 AM
P021747769,1D,Domestic Dispute,Family violence,Closed,PEVEREL ST,RICCARTON,CHRISTCHURCH,Sun 2:10 AM
P021747776,3530,Disorder,Disorder,Closed,WINTERS RD,MAIREHAU,CHRISTCHURCH,Sun 2:10 AM
P021747762,3530,Disorder,Disorder,Closed,SUNSET RD,MANGAKAKAHI,ROTORUA,Sun 2:10 AM
P021747455,3530,Disorder,Disorder,Closed,PONSONBY RD,GREY LYNN,AUCKLAND,Sun 2:10 AM
P021747503,1U,Traffic Offending,Road Policing,Closed,-,CHARTWELL,HAMILTON,Sun 2:10 AM
P021747685,1510,Serious Assaults,Violence,Closed,ASCOT AV,REMUERA,AUCKLAND,Sun 2:00 AM
P021747717,1C,Car/Person Acting Suspiciously,Public safety,Closed,SUMMERLAND DR,HENDERSON,AUCKLAND,Sun 2:00 AM
P021747669,3530,Disorder,Disorder,Closed,CAMERON ST,PAPAKURA,AUCKLAND,Sun 2:00 AM
P021747713,3530,Disorder,Disorder,Cancelled,KILKERRAN PL,PORIRUA   CENTRE,PORIRUA,Sun 2:00 AM
P021747701,3530,Disorder,Disorder,Closed,WELCOME BAY RD,WELCOME BAY,TAURANGA,Sun 2:00 AM
P021747677,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747665,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747714,3H,Hotel Visit,Liquor,Closed,-,,,Sun 2:00 AM
P021747591,6I,Unauthorised Street And Drag Racing,Disorder,Closed,LUNNS RD,MIDDLETON,CHRISTCHURCH,Sun 2:00 AM
